,Category,Talktime,Price,Validity,Operator,Circle,Description,Country_geo_code,Is 2G,Is 3G,Is 4G,Currency,Is Roaming,Is International Roaming,Post_Quota_Speed,Post_Quota_speed_unit,Post_Quota_Price,Post_Quota_price_unit,Call_Cost,Call_Cost_Unit,Per_Call_unit,Call_dur,Call_cost_dur_unit,Validity_unit,Day_data_limit,Night_data_limit,Total_Data,Data_limit_unit,Handset_restrict,Handset_spec
0,exclusive-offer,82,77,28,Aircel,Andhra Pradesh,82 to 100 Talk time (Magic Recharge) +  5 Local A2A mins(1 Day),IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,days,0.0,0.0,0.0,GB,0,0
1,exclusive-offer,0,197,28,Aircel,Andhra Pradesh,4 GB+ 2 GB Night 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,2.0,4.0,GB,0,0
2,exclusive-offer,0,249,28,Aircel,Andhra Pradesh,Unlimited Local & STD Calls + 500 MB 3G/2G Data (T&C apply),IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.5,GB,0,0
3,full-talktime,73,69,28,Aircel,Andhra Pradesh,Rs.73 TT +  5 Local A2A mins(1 Day),IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,days,0.0,0.0,0.0,GB,0,0
4,full-talktime,70,70,0,Aircel,Andhra Pradesh,Full Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
5,full-talktime,82,77,28,Aircel,Andhra Pradesh,82 to 100 Talk time (Magic Recharge) +  5 Local A2A mins(1 Day),IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,days,0.0,0.0,0.0,GB,0,0
6,full-talktime,90,90,0,Aircel,Andhra Pradesh,Full Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
7,full-talktime,100,100,0,Aircel,Andhra Pradesh,Full Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
8,full-talktime,115,110,0,Aircel,Andhra Pradesh,Extra Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
9,full-talktime,135,120,0,Aircel,Andhra Pradesh,Extra Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
10,full-talktime,149,149,0,Aircel,Andhra Pradesh,TT-149 in Promo + Unlimited Loc & STD A-A calls + Other calls @30P/min,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
11,full-talktime,150,150,0,Aircel,Andhra Pradesh,Full Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
12,full-talktime,245,222,30,Aircel,Andhra Pradesh,Magic Recharge : 245 to 275 Talktime + 1p/2sec Loc & STD Calls,IN,0,0,0,INR,1,-1,0,,0,KB,60.0,Paisa,min,0,,days,0.0,0.0,0.0,GB,0,0
13,full-talktime,1000,786,30,Aircel,Andhra Pradesh,Talktime - 1000 + 300 MB + Special ISD pack,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.3,GB,0,0
14,full-talktime,1150,1000,0,Aircel,Andhra Pradesh,Extra Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
15,full-talktime,3500,3000,0,Aircel,Andhra Pradesh,Extra Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
16,full-talktime,6000,5000,0,Aircel,Andhra Pradesh,Extra Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
17,3g-data,0,22,28,Aircel,Andhra Pradesh,80 MB 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.08,GB,0,0
18,3g-data,0,24,3,Aircel,Andhra Pradesh,125 MB 2G/3G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.12,GB,0,0
19,3g-data,0,37,5,Aircel,Andhra Pradesh,200 MB 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.2,GB,0,0
20,3g-data,0,41,3,Aircel,Andhra Pradesh,1 GB 3G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
21,3g-data,0,47,7,Aircel,Andhra Pradesh,250 MB Limited 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.25,GB,0,0
22,3g-data,0,48,15,Aircel,Andhra Pradesh,400 MB to 1GB 3G/2G Data(Magic Recharge),IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.4,GB,0,0
23,3g-data,0,67,10,Aircel,Andhra Pradesh,350 MB 3G/2G Data ,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.35,GB,0,0
24,3g-data,0,74,7,Aircel,Andhra Pradesh,2 GB 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,2.0,GB,0,0
25,3g-data,0,88,10,Aircel,Andhra Pradesh,500 MB 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.5,GB,0,0
26,3g-data,0,98,21,Aircel,Andhra Pradesh,1 GB 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
27,3g-data,0,99,10,Aircel,Andhra Pradesh,1 GB 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
28,3g-data,0,147,28,Aircel,Andhra Pradesh,500 MB 3G/2G Data for 28 Days,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.5,GB,0,0
29,3g-data,0,155,21,Aircel,Andhra Pradesh,1 GB 2G/3G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
30,3g-data,0,158,10,Aircel,Andhra Pradesh,2 GB 3G/2G Data for 10 Days,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,2.0,GB,0,0
31,3g-data,0,159,21,Aircel,Andhra Pradesh,1 GB Limited 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
32,3g-data,0,177,28,Aircel,Andhra Pradesh,1 GB 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
33,3g-data,0,197,28,Aircel,Andhra Pradesh,4 GB+ 2 GB Night 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,2.0,4.0,GB,0,0
34,3g-data,0,225,30,Aircel,Andhra Pradesh,2 GB 3G/2G limited Data + Unlimited Loc & STD A2A calling FREE + 50000 Local & STD secs Free for 30 Days and Loc & STD A2A  calls @15P/Min + Loc & STD A2O calls @ 25P/Min for 90 Days,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,days,0.0,0.0,2.0,GB,0,0
35,3g-data,0,255,28,Aircel,Andhra Pradesh,6 GB + 4GB Night 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,4.0,6.0,GB,0,0
36,3g-data,0,259,28,Aircel,Andhra Pradesh,2 GB Limited 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,2.0,GB,0,0
37,3g-data,0,289,28,Aircel,Andhra Pradesh,10 GB +10 GB Unlimited Night 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,10.0,GB,0,0
38,3g-data,0,297,28,Aircel,Andhra Pradesh,2.5 GB + 1 GB Night Unlimited 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,1.0,2.5,GB,0,0
39,3g-data,200,298,28,Aircel,Andhra Pradesh,200-TT + 1 GB 3G/2G Data for 28 Days,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
40,3g-data,0,333,28,Aircel,Andhra Pradesh,5 GB Unlimited 3G/2G Data ,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,5.0,GB,0,0
41,3g-data,0,397,28,Aircel,Andhra Pradesh,4.5 GB Unlimited 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,4.5,GB,0,0
42,3g-data,0,495,12,Aircel,Andhra Pradesh,Every Month 500 MB 3G/2G Data for 12 months,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Months,0.0,0.0,0.5,GB,0,0
43,3g-data,0,496,6,Aircel,Andhra Pradesh,Every Month 1 GB 3G/2G Data for 6 months,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Months,0.0,0.0,1.0,GB,0,0
44,3g-data,0,497,28,Aircel,Andhra Pradesh,20 GB 3G/2G+ Local A2A Night FREE for 28 Days,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,20.0,GB,0,0
45,3g-data,0,499,60,Aircel,Andhra Pradesh,10 GB 3G/2G+ Local A2A Night FREE for 60 Days,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,10.0,GB,0,0
46,3g-data,0,697,28,Aircel,Andhra Pradesh,7.5 GB Unlimited 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,7.5,GB,0,0
47,2g-data,0,22,28,Aircel,Andhra Pradesh,80 MB 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.08,GB,0,0
48,2g-data,0,24,3,Aircel,Andhra Pradesh,125 MB 2G/3G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.12,GB,0,0
49,2g-data,0,27,7,Aircel,Andhra Pradesh,300 MB 2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.3,GB,0,0
50,2g-data,0,37,5,Aircel,Andhra Pradesh,200 MB 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.2,GB,0,0
51,2g-data,0,47,7,Aircel,Andhra Pradesh,250 MB Limited 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.25,GB,0,0
52,2g-data,0,48,15,Aircel,Andhra Pradesh,400 MB to 1GB 3G/2G Data(Magic Recharge),IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.4,GB,0,0
53,2g-data,0,54,28,Aircel,Andhra Pradesh,1 GB 2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
54,2g-data,0,67,10,Aircel,Andhra Pradesh,350 MB 3G/2G Data ,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.35,GB,0,0
55,2g-data,0,88,10,Aircel,Andhra Pradesh,500 MB 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.5,GB,0,0
56,2g-data,0,97,28,Aircel,Andhra Pradesh,2 GB 2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,2.0,GB,0,0
57,2g-data,0,98,21,Aircel,Andhra Pradesh,1 GB 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
58,2g-data,0,99,10,Aircel,Andhra Pradesh,1 GB 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
59,2g-data,0,128,15,Aircel,Andhra Pradesh,UNTD 2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.0,GB,0,0
60,2g-data,0,147,28,Aircel,Andhra Pradesh,500 MB 3G/2G Data for 28 Days,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.5,GB,0,0
61,2g-data,0,148,28,Aircel,Andhra Pradesh,2 GB UNLTD 2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,2.0,GB,0,0
62,2g-data,0,155,21,Aircel,Andhra Pradesh,1 GB 2G/3G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
63,2g-data,0,158,10,Aircel,Andhra Pradesh,2 GB 3G/2G Data for 10 Days,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,2.0,GB,0,0
64,2g-data,0,159,21,Aircel,Andhra Pradesh,1 GB Limited 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
65,2g-data,0,177,28,Aircel,Andhra Pradesh,1 GB 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
66,2g-data,0,197,28,Aircel,Andhra Pradesh,4 GB+ 2 GB Night 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,2.0,4.0,GB,0,0
67,2g-data,0,255,28,Aircel,Andhra Pradesh,6 GB + 4GB Night 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,4.0,6.0,GB,0,0
68,2g-data,0,259,28,Aircel,Andhra Pradesh,2 GB Limited 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,2.0,GB,0,0
69,2g-data,0,289,28,Aircel,Andhra Pradesh,10 GB +10 GB Unlimited Night 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,10.0,GB,0,0
70,2g-data,0,297,28,Aircel,Andhra Pradesh,2.5 GB + 1 GB Night Unlimited 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,1.0,2.5,GB,0,0
71,2g-data,200,298,28,Aircel,Andhra Pradesh,200-TT + 1 GB 3G/2G Data for 28 Days,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
72,2g-data,0,333,28,Aircel,Andhra Pradesh,5 GB Unlimited 3G/2G Data ,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,5.0,GB,0,0
73,2g-data,0,397,28,Aircel,Andhra Pradesh,4.5 GB Unlimited 3G/2G Data,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,4.5,GB,0,0
74,2g-data,0,495,12,Aircel,Andhra Pradesh,Every Month 500 MB 3G/2G Data for 12 months,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Months,0.0,0.0,0.5,GB,0,0
75,2g-data,0,496,6,Aircel,Andhra Pradesh,Every Month 1 GB 3G/2G Data for 6 months,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Months,0.0,0.0,1.0,GB,0,0
76,2g-data,0,497,28,Aircel,Andhra Pradesh,20 GB 3G/2G+ Local A2A Night FREE for 28 Days,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,20.0,GB,0,0
77,topup,16.16,21,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
78,topup,23.09,30,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
79,topup,36.13,45,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
80,topup,40.48,50,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
81,topup,44.83,55,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
82,topup,49.17,60,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
83,topup,53.52,65,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
84,topup,70,70,0,Aircel,Andhra Pradesh,Full Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
85,topup,62.22,75,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
86,topup,90,90,0,Aircel,Andhra Pradesh,Full Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
87,topup,100,100,0,Aircel,Andhra Pradesh,Full Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
88,topup,115,110,0,Aircel,Andhra Pradesh,Extra Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
89,topup,97,115,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
90,topup,135,120,0,Aircel,Andhra Pradesh,Extra Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
91,topup,103.96,123,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
92,topup,123.09,145,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
93,topup,150,150,0,Aircel,Andhra Pradesh,Full Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
94,topup,210.04,245,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
95,topup,340,300,0,Aircel,Andhra Pradesh,Extra Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
96,topup,297,345,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
97,topup,395,400,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
98,topup,490,500,0,Aircel,Andhra Pradesh,Regular Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
99,topup,1150,1000,0,Aircel,Andhra Pradesh,Extra Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
100,topup,3500,3000,0,Aircel,Andhra Pradesh,Extra Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
101,topup,6000,5000,0,Aircel,Andhra Pradesh,Extra Talktime,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
102,special-recharge,0,23,30,Aircel,Andhra Pradesh,SMS Pack: 325 (A2A 200 A2O 125) L/N SMS with 30 days validity,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.0,GB,0,0
103,special-recharge,0,26,28,Aircel,Andhra Pradesh,All Local & STD Calls @ 20p/min for 28 days,IN,0,0,0,INR,1,-1,0,,0,KB,1200.0,Paisa,min,0,min,Days,0.0,0.0,0.0,GB,0,0
104,special-recharge,0,28,28,Aircel,Andhra Pradesh,Local & STD Mobile Calls @ 1p/2sec ,IN,0,0,0,INR,1,-1,0,,0,KB,60.0,Paisa,min,0,,Days,0.0,0.0,0.0,GB,0,0
105,special-recharge,0,29,28,Aircel,Andhra Pradesh,All Local & Other STD Calls @ 25p/min + STD A-A Calls @ 10p/min for 28 Days,IN,0,0,0,INR,1,-1,0,,0,KB,1500.0,Paisa,min,0,min,Days,0.0,0.0,0.0,GB,0,0
106,special-recharge,0,34,56,Aircel,Andhra Pradesh,Local Mobile calls @ 1p/2sec,IN,0,0,0,INR,1,-1,0,,0,KB,60.0,Paisa,min,0,,Days,0.0,0.0,0.0,GB,0,0
107,special-recharge,27.43,35,0,Aircel,Andhra Pradesh,Talk Time - 27.43,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
108,special-recharge,0,39,30,Aircel,Andhra Pradesh,SMS Pack: 600 L/N SMS; 1st SMS @ 30p with 30 days validity,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.0,GB,0,0
109,special-recharge,0,42,14,Aircel,Andhra Pradesh,Unlimited Local A2A for 14 days,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.0,GB,0,0
110,special-recharge,0,43,28,Aircel,Andhra Pradesh,Local/STD A2A Calls@10p/min & Local/STD Mobile calls @ 1p/2sec,IN,0,0,0,INR,1,-1,0,,0,KB,600.0,Paisa,min,0,min,Days,0.0,0.0,0.0,GB,0,0
111,special-recharge,0,46,28,Aircel,Andhra Pradesh,SMS Pack: 750 (A2A 500 A2O 250) L/N SMS with 28 days validity,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.0,GB,0,0
112,special-recharge,0,53,90,Aircel,Andhra Pradesh,A2A Local & STD is @ 15p/min for 90 days ,IN,0,0,0,INR,1,-1,0,,0,KB,900.0,Paisa,min,0,min,Days,0.0,0.0,0.0,GB,0,0
113,special-recharge,0,59,7,Aircel,Andhra Pradesh,Unlimited Local & STD A-A Calls,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.0,GB,0,0
114,special-recharge,0,62,84,Aircel,Andhra Pradesh,Local & STD Aircel-Aircel Calls@10p/min,IN,0,0,0,INR,1,-1,0,,0,KB,600.0,Paisa,min,0,min,Days,0.0,0.0,0.0,GB,0,0
115,special-recharge,0,63,84,Aircel,Andhra Pradesh,Local/STD Mobile calls @1p/2sec,IN,0,0,0,INR,1,-1,0,,0,KB,60.0,Paisa,min,0,,Days,0.0,0.0,0.0,GB,0,0
116,special-recharge,0,64,28,Aircel,Andhra Pradesh,Unlimited Local A2A for 28 days,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.0,GB,0,0
117,special-recharge,0,66,84,Aircel,Andhra Pradesh,Local/STD Mobile calls @25ps/min,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.0,GB,0,0
118,special-recharge,73,69,28,Aircel,Andhra Pradesh,Rs.73 TT +  5 Local A2A mins(1 Day),IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,days,0.0,0.0,0.0,GB,0,0
119,special-recharge,82,77,28,Aircel,Andhra Pradesh,82 to 100 Talk time (Magic Recharge) +  5 Local A2A mins(1 Day),IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,days,0.0,0.0,0.0,GB,0,0
120,special-recharge,0,84,28,Aircel,Andhra Pradesh,Unlimited Local & STD A-A Calls + Other Local & STD Calls @ 20p/min for 28 days,IN,0,0,0,INR,1,-1,0,,0,KB,1200.0,Paisa,min,0,min,Days,0.0,0.0,0.0,GB,0,0
121,special-recharge,0,111,28,Aircel,Andhra Pradesh,"100 Local A2A SMS / day + 1 GB of 2G Data , for 28days + Unlimited Local A2A(every day first 60 sec will chargeable at 2 ps/sec)",IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,1.0,GB,0,0
122,special-recharge,0,112,84,Aircel,Andhra Pradesh,Local/STD A2A Calls @10p/min & Local/STD Mobile calls @1p/2sec,IN,0,0,0,INR,1,-1,0,,0,KB,600.0,Paisa,min,0,min,Days,0.0,0.0,0.0,GB,0,0
123,special-recharge,0,135,30,Aircel,Andhra Pradesh,120000 Local A2A sec + 15000 Local & STD sec - 30days,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.0,GB,0,0
124,special-recharge,149,149,0,Aircel,Andhra Pradesh,TT-149 in Promo + Unlimited Loc & STD A-A calls + Other calls @30P/min,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
125,special-recharge,0,152,1,Aircel,Andhra Pradesh,Unlimited Local & STD Calls(T & C) ,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Day,0.0,0.0,0.0,GB,0,0
126,special-recharge,140.48,165,0,Aircel,Andhra Pradesh,Talk Time - 140.48,IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,,0.0,0.0,0.0,GB,0,0
127,special-recharge,0,168,30,Aircel,Andhra Pradesh,"11000 L/N seconds, 168 SMS and 600 MB Data with 14 days validity",IN,0,0,0,INR,1,-1,0,,0,KB,0.0,Paisa,min,0,,Days,0.0,0.0,0.6,GB,0,0
